ResponseID,ResponseText,PredictedChild,PredictedParent,ChildScores,ParentScores,has_protected,has_conflict,has_cross_conflict
10,global positioning system-denied acoustically denied environments,Navigation Systems,Navigation And Positioning,"{'Navigation Systems': 1, 'Accuracy And Hazards': 1, 'Denied Environments': 1}",{'Navigation And Positioning': 3},False,False,False
10,global positioning system-denied acoustically denied environments,Navigation Systems,Navigation And Positioning,"{'Navigation Systems': 1, 'Accuracy And Hazards': 1, 'Denied Environments': 1}",{'Navigation And Positioning': 3},False,False,False
11,sensor failure scenarios eg doppler velocity log failure resulting off-track drift potential,Failure Scenarios,Navigation And Positioning,"{'Physical Processes': 1, 'Failure Scenarios': 2, 'Hazards': 1, 'Operational Scenarios': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 2, 'Threats And Risk Management': 1, 'Test And Evaluation Scenarios': 1}",False,False,False
11,sensor breakdown scenarios eg doppler velocity log failure resulting off-track drift potential,Physical Processes,Environmental And Oceanographic Conditions,"{'Physical Processes': 1, 'Failure Scenarios': 1, 'Hazards': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 1, 'Threats And Risk Management': 1}",False,False,False
12,surfacing global positioning system fix high-traffic areas eg shipping channels,Navigation Systems,Navigation And Positioning,"{'Navigation Systems': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
12,sea surface global positioning system position high-traffic areas eg shipping channels,Navigation Systems,Navigation And Positioning,"{'Navigation Systems': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
138,collision avoidance,Safety And Mitigation,Threats And Risk Management,"{'Safety And Mitigation': 1, 'Collision And Obstruction': 1}",{'Threats And Risk Management': 2},False,False,False
138,collision avoidance,Safety And Mitigation,Threats And Risk Management,"{'Safety And Mitigation': 1, 'Collision And Obstruction': 1}",{'Threats And Risk Management': 2},False,False,False
139,sensor performance prior mission start bench test,Objectives,Mission Parameters And Objectives,{'Objectives': 1},{'Mission Parameters And Objectives': 1},False,False,False
139,sensor performance prior mission start bench bathymetry,Seafloor Characterization,Terrain And Bathymetry,"{'Seafloor Characterization': 1, 'Objectives': 1}","{'Terrain And Bathymetry': 1, 'Mission Parameters And Objectives': 1}",False,False,False
140,ephemeral current tides route area operations,Physical Processes,Environmental And Oceanographic Conditions,"{'Physical Processes': 1, 'Route And Trajectory': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 1}",False,False,False
140,ephemeral current tides route area mission,Physical Processes,Environmental And Oceanographic Conditions,"{'Physical Processes': 1, 'Route And Trajectory': 1, 'Objectives': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 1, 'Mission Parameters And Objectives': 1}",False,False,False
141,threat assessment cyber risk mission,Hazards,Threats And Risk Management,"{'Objectives': 1, 'Hazards': 2, 'Safety And Mitigation': 1}","{'Mission Parameters And Objectives': 1, 'Threats And Risk Management': 3}",False,False,False
141,mission cyber threat assessment cyber risk mission,Hazards,Threats And Risk Management,"{'Objectives': 1, 'Hazards': 2, 'Safety And Mitigation': 1}","{'Mission Parameters And Objectives': 1, 'Threats And Risk Management': 3}",False,False,False
142,seafloor classification infrastructure route area operations,Survey Data,Data Products And Requirements,"{'Seafloor Characterization': 1, 'Route And Trajectory': 1, 'Survey Data': 2}","{'Terrain And Bathymetry': 1, 'Navigation And Positioning': 1, 'Data Products And Requirements': 2}",False,False,False
142,seafloor classification infrastructure route area activity,Survey Data,Data Products And Requirements,"{'Seafloor Characterization': 1, 'Route And Trajectory': 1, 'Survey Data': 2}","{'Terrain And Bathymetry': 1, 'Navigation And Positioning': 1, 'Data Products And Requirements': 2}",False,False,False
143,endurance vehicle,Performance,Vehicle Capabilities And Constraints,{'Performance': 1},{'Vehicle Capabilities And Constraints': 1},False,False,False
143,endurance auv,Performance,Vehicle Capabilities And Constraints,{'Performance': 1},{'Vehicle Capabilities And Constraints': 1},False,False,False
144,maximum depth vehicle,uncategorised,uncategorised,{},{},False,False,False
144,maximum depth rov,uncategorised,uncategorised,{},{},False,False,False
145,minimum depth vehicle,uncategorised,uncategorised,{},{},False,False,False
145,minimum depth vehicle,uncategorised,uncategorised,{},{},False,False,False
146,navigational hazards route area operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 2, 'Accuracy And Hazards': 1, 'Hazards': 2}","{'Navigation And Positioning': 3, 'Threats And Risk Management': 2}",False,False,False
146,navigational hazards path area operations,Hazards,Navigation And Positioning,"{'Route And Trajectory': 1, 'Accuracy And Hazards': 1, 'Hazards': 2}","{'Navigation And Positioning': 2, 'Threats And Risk Management': 2}",False,False,False
147,vehicle communication requirements,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Performance Constraints': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 2, 'Communications And Control': 1}",False,False,False
147,vehicle communication parameter,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 1, 'Communications And Control': 1}",False,False,False
148,no-go zones route area operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
148,no-go zones route operating area operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
149,actions loss communications loss vehicle etc,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 1, 'Communications And Control': 1}",False,False,False
149,actions loss telemetry loss vehicle etc,Control Systems,Communications And Control,{'Control Systems': 1},{'Communications And Control': 1},False,False,False
150,zone confidence route area operations,Route And Trajectory,Navigation And Positioning,{'Route And Trajectory': 1},{'Navigation And Positioning': 1},False,False,False
150,zone confidence route sector operations,Route And Trajectory,Navigation And Positioning,{'Route And Trajectory': 1},{'Navigation And Positioning': 1},False,False,False
